alltag,contentsid,title,address,roadaddress,tag,introduction,readcnt,likecnt,reviewcnt,markcnt,snssharecnt,schedulecnt,visitcnt,evelpt,latitude,longitude,postcode,phoneno,sbst,created,changed,catemappList,festivalcontents,PHOTOSHARECOUNT,reservelink,contentscd.value,contentscd.label,contentscd.refId,region1cd.value,region1cd.label,region1cd.refId,region2cd.value,region2cd.label,region2cd.refId,repPhoto.descseo,repPhoto.photoid.photoid,repPhoto.photoid.imgpath,repPhoto.photoid.thumbnailpath,category,repPhoto
"pension,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Convenience Store,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CONT_000000000501145,Hyumaru Resort&Hotel,"1777-3, Seohong-dong, Seogwipo-si, Jeju-do",,"pension,accommodations,swimmingpool",Paradise in the City,2431,1,0,1,0,0,0,,33.2612932,126.5427422,,064-762-1111,"Wi-Fi is available in all rooms and there are two computers in the lobby.
Children and people with disabilities are not permitted to lodge without a guardian. Breakfast is provided for free for all guests.",20160530111636,20240805131120,"[{'seq': 23393, 'contentsid': {'value': 'CONT_000000000501145', 'label': 'Hyumaru Resort&Hotel', 'refId': 'CONT_000000000501145'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000019', 'label': 'Resorts', 'refId': 'cate0000000004>cate0000000019'}, 'cate3cd': {'value': 'cate0000000105', 'label': 'Resorts', 'refId': 'cate0000000019>cate0000000105'}, 'created': '20200828141154'}, {'seq': 23394, 'contentsid': {'value': 'CONT_000000000501145', 'label': 'Hyumaru Resort&Hotel', 'refId': 'CONT_000000000501145'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'hsHotel', 'label': 'Hostel/Small Hotel', 'refId': 'cate0000000004>hsHotel'}, 'cate3cd': {'value': 'hsHotel', 'label': 'Hostel/Small Hotel', 'refId': 'hsHotel>hsHotel'}, 'created': '20200828141154'}]",,,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,21,Seogwipo-si,region2>21,Hyumaru Resort&Hotel,24083.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a49c8ea9-77f4-4808-83d4-174e08d18065.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6fb40508-1d1b-404f-923c-75f61ebb0aee.jpg,stay,
"Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Very Difficult",CONT_000000000501015,Ibbeunsae Ibbeuge Noraehago Pension,"68-5, Hyeopjae-ro, Hallim-eup, Jeju-si, Jeju-do",,"pension,accommodations","A Beautiful, Comfortable Pension Where Birds Sing and Every Guestroom Has an Ocean View",2566,0,0,0,0,0,0,,33.3922895,126.2472499,,064-796-8120,"*Extra fee for exceeding the standard number of people: 10,000 won per person (middle school student and above) / For 24 months and older, 5,000 won extra is charged *Nearby attractions include Hallim Park, Bonsai Art Park, and Geumneung Rock Garden, among others.",20160530111636,20240807213941,"[{'seq': 42922, 'contentsid': {'value': 'CONT_000000000501015', 'label': 'Ibbeunsae Ibbeuge Noraehago Pension', 'refId': 'CONT_000000000501015'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20240118153856'}, {'seq': 42923, 'contentsid': {'value': 'CONT_000000000501015', 'label': 'Ibbeunsae Ibbeuge Noraehago Pension', 'refId': 'CONT_000000000501015'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20240118153856'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,13,Hallim,region1>13,Ibbeunsae Ibbeuge Noraehago Pension,22937.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/088a9f9f-7642-4676-b004-34334de67c97.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/57bd142d-21d5-4e42-bfac-36d982fe93fb.jpg,stay,
"Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Convenience Store,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CNTS_000000000019075,Iedo Pension,"2617-3, Dodu 1(il)-dong, Jeju-si, Jeju-do, Korea","3, Doduhangseo 5-gil, Jeju-si, Jeju-do, Korea","pension,accommodations,lodging","Just 10 Minutes from the Airport and Near Dodu Port, You Can Visit Yongduam, Iho Beach and Walk Jeju Olle Course 16",1821,0,0,0,0,0,0,,33.5045692,126.4640453,,064-711-2144,"In the vicinity, you can see the Iho Beach and Yongduam Rock, and since it is close to Olle Trail Route16, it is convenient to visit nearby tourist sites. We will kindly guide you so please have a relaxing trip.",20161019112034,20240808204934,"[{'seq': 17712, 'contentsid': {'value': 'CNTS_000000000019075', 'label': 'Iedo Pension', 'refId': 'CNTS_000000000019075'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20190718163615'}, {'seq': 17713, 'contentsid': {'value': 'CNTS_000000000019075', 'label': 'Iedo Pension', 'refId': 'CNTS_000000000019075'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20190718163615'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,11,Jeju-si,region1>11,Iedo Pension,4214.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3d78377d-b058-4ced-83d8-b89cdcb61e23.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6b7de1c7-adfc-420c-8693-f66316700e41.jpg,stay,
"guesthouse,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Convenience Store,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Lift for the Disabled,Parking for Disabled Persons,Difficult",CONT_000000000500771,IGH,"25, Geumdeung 3-gil, Hangyeong-myeon, Jeju-si, Jeju-do",,"guesthouse,accommodations,pension,lodging","An Unusual Pension Which Will Accept Only One Couple, Unique in Jeju",3262,0,0,1,0,0,0,,33.363907,126.19343,,010-8664-3340,"An Unusual Pension Which Will Accept Only One Couple, Unique in Jeju. If you are traveling with your significant other and are on a honeymoon, you can make excellent memories while kayaking, snorkeling, and speed boating at IGH Club, right in front of the house.",20160530111636,20240808135058,"[{'seq': 23984, 'contentsid': {'value': 'CONT_000000000500771', 'label': 'IGH', 'refId': 'CONT_000000000500771'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000019', 'label': 'Resorts', 'refId': 'cate0000000004>cate0000000019'}, 'cate3cd': {'value': 'cate0000000105', 'label': 'Resorts', 'refId': 'cate0000000019>cate0000000105'}, 'created': '20200928142511'}, {'seq': 23985, 'contentsid': {'value': 'CONT_000000000500771', 'label': 'IGH', 'refId': 'CONT_000000000500771'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'generalAccomm', 'label': 'General Accomm.', 'refId': 'cate0000000004>generalAccomm'}, 'cate3cd': {'value': 'generalAccomm', 'label': 'General Accomm.', 'refId': 'generalAccomm>generalAccomm'}, 'created': '20200928142511'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,14,Hangyeong,region1>14,IGH,20812.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b12734d7-73d5-48c8-8edd-2acbfe0b38d8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/570c05e4-767d-4177-86a0-15a8501eaa51.jpg,stay,
"숙소,럭셔리트래블인제주",CNTS_200000000014076,Imjingotaek,"16-13, Sangdo-ro, Gujwa-eup, Jeju-si, Jeju-do, Republic of Korea","16-13, Sangdo-ro, Gujwa-eup, Jeju-si, Jeju-do, Republic of Korea","luxurytravelinjeju,accommodations",Majesty in every corner,468,0,0,0,2,0,0,0.0,33.5133127,126.8634849,,010-7101-7985,,20221114152701,20240802151652,"[{'seq': 42541, 'contentsid': {'value': 'CNTS_200000000014076', 'label': 'Imjingotaek', 'refId': 'CNTS_200000000014076'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000115', 'label': 'Lodgings', 'refId': 'cate0000000022>cate0000000115'}, 'created': '20240110112136'}]",,0.0,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,16,Gujwa,region1>16,임진고택,2019022609120.0,https://api.cdn.visitjeju.net/photomng/imgpath/202211/14/29553c2a-d2af-402d-a8fe-7491be53c792.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202211/14/825d6e15-0fcd-41a2-bba2-020b0d9c710e.jpg,stay,
"accommodations,publicwi-fizone,barbecue,ondolroom/underfloor-heatedroom,Restrooms,Free WiFi",CNTS_000000000022103,Inthehouse,Jeju-do Jeju-si Aewol-eup Eomjang-ro 98-41,Jeju-do Jeju-si Aewol-eup Eomjang-ro 98-41,"accommodations,publicwi-fizone,barbecue,ondolroom/underfloor-heatedroom",Inthehouse,1645,0,0,0,0,0,0,,33.466335,126.36889,63048,010-3020-2012,"




















In The House is a pension (B&amp;B) which was constructed as an independent building so that a group of visitors may use it for a private stay. With a large space of over 132㎡, one building has 3 rooms, 1 living room, 1 kitchen, a rest room and 2 shower rooms.&nbsp;",20170707131439,20240802151540,"[{'seq': 39501, 'contentsid': {'value': 'CNTS_000000000022103', 'label': 'Inthehouse', 'refId': 'CNTS_000000000022103'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20230719094037'}, {'seq': 39502, 'contentsid': {'value': 'CNTS_000000000022103', 'label': 'Inthehouse', 'refId': 'CNTS_000000000022103'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20230719094037'}, {'seq': 39503, 'contentsid': {'value': 'CNTS_000000000022103', 'label': 'Inthehouse', 'refId': 'CNTS_000000000022103'}, 'cate1cd': {'value': 'cate0000000002', 'label': 'Tourist Sites', 'refId': 'contscate>cate0000000002'}, 'cate2cd': {'value': 'pet', 'label': ' ', 'refId': 'cate0000000002>pet'}, 'cate3cd': {'value': 'pet_view', 'label': ' ', 'refId': 'pet>pet_view'}, 'created': '20230719094037'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,12,Aewol,region1>12,Inthehouse,12820.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8b1aad0e-3190-4769-a9d9-c4336c19418a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/b759044d-39b6-4ac1-a39e-96150953a667.jpg,stay,
"accommodations,pension,parkinglot,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Beverage Stand,Hentian Minuman,Guidance and Information Facilities",CONT_000000000501017,Iyagi Byeolbang,"1407, Jongdal-ri, Gujwa-eup, Jeju-si, Jeju-do, Korea","2040, Haemajihaean-ro, Gujwa-eup, Jeju-si, Jeju-do, Korea","accommodations,pension,parkinglot","At the Midway Point of Olle Route 21, Boasting an Ocean View of Hado Beach",3366,0,0,1,3,0,0,,33.4643125,126.8365625,,0507-1321-2585,Star Story Pension has an ocean view of Hado Beach in the middle of Olle Trail Route 21.,20160530111636,20240807055520,"[{'seq': 42544, 'contentsid': {'value': 'CONT_000000000501017', 'label': 'Iyagi Byeolbang', 'refId': 'CONT_000000000501017'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000115', 'label': 'Lodgings', 'refId': 'cate0000000022>cate0000000115'}, 'created': '20240110112413'}, {'seq': 42545, 'contentsid': {'value': 'CONT_000000000501017', 'label': 'Iyagi Byeolbang', 'refId': 'CONT_000000000501017'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'livingAccomm', 'label': 'Living Accomm.', 'refId': 'cate0000000004>livingAccomm'}, 'cate3cd': {'value': 'livingAccomm', 'label': 'Living Accomm.', 'refId': 'livingAccomm>livingAccomm'}, 'created': '20240110112413'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,16,Gujwa,region1>16,Iyagi Byeolbang,22949.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/846bc65e-a2ef-48a1-a73e-f6a9298cc7a4.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/1e2e68c7-133d-48fe-8e31-3d3fc7b2ac47.jpg,stay,
"lodging,accommodations,ruralb&b,parkinglot,ondolroom/underfloor-heatedroom,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CONT_000000000501020,Jangwon Lodging,"2539-3, Saekdal-dong, Seogwipo-si, Jeju-do, Korea","49, Cheonjeyeon-ro, Seogwipo-si, Jeju-do, Korea","lodging,accommodations,ruralb&b,parkinglot,ondolroom/underfloor-heatedroom","Cozy, Affordable Manor Private Lodging at the Entrance to the Jungmun Resort",2302,0,0,0,0,0,0,,33.2569568,126.4111595,,064-738-1110,"Nearby facilities less than 5 minutes away include a convenience store, agricultural goods store, large discount store, and restaurants (drinks and food can be delivered). Lodging costs about 20,000 won and free pickup is offered from areas near the Jungmun Resort.",20160530111636,20240810041555,"[{'seq': 43644, 'contentsid': {'value': 'CONT_000000000501020', 'label': 'Jangwon Lodging', 'refId': 'CONT_000000000501020'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000115', 'label': 'Lodgings', 'refId': 'cate0000000022>cate0000000115'}, 'created': '20240207095530'}, {'seq': 43645, 'contentsid': {'value': 'CONT_000000000501020', 'label': 'Jangwon Lodging', 'refId': 'CONT_000000000501020'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20240207095530'}]",,,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,21,Seogwipo-si,region2>21,장원민박,2019022557357.0,https://api.cdn.visitjeju.net/photomng/imgpath/201907/04/c3c647f1-c033-4322-8b20-9f09a8298e45.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201907/04/07871785-7241-4071-af06-d95883496cad.png,stay,
"accommodations,parkinglot,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Convenience Store,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Elevator,Exclusive Access,Step,Disabled Washrooms,Elevator,Parking for Disabled Persons,Special Room for Disabled Persons,Difficult",CNTS_000000000018093,Jeju Aerospace Hotel,"41,  Seogwang-ri, Andeok-myeon, Seogwipo-si, Jeju-do",,"accommodations,parkinglot",Vistas of Green Tea Fields and Gotjawal Forest,3283,0,0,8,0,0,0,,33.302155,126.294685,,064-798-5500,The tourist attractions in partnership with G PASS offer a variety of benefits.,20160907142541,20240802232303,"[{'seq': 42108, 'contentsid': {'value': 'CNTS_000000000018093', 'label': 'Jeju Aerospace Hotel', 'refId': 'CNTS_000000000018093'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000020', 'label': 'Hotels', 'refId': 'cate0000000004>cate0000000020'}, 'cate3cd': {'value': 'cate0000000107', 'label': 'Second Deluxe Hotels', 'refId': 'cate0000000020>cate0000000107'}, 'created': '20231228102545'}, {'seq': 42109, 'contentsid': {'value': 'CNTS_000000000018093', 'label': 'Jeju Aerospace Hotel', 'refId': 'CNTS_000000000018093'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'hotel', 'label': 'Hotel', 'refId': 'cate0000000004>hotel'}, 'cate3cd': {'value': 'hotel', 'label': 'Hotel', 'refId': 'hotel>hotel'}, 'created': '20231228102545'}]",,,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,23,Andeok,region2>23,Jeju Aerospace Hotel,900.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5c543b4c-c197-4c67-b99c-cffdc4e020d0.gif,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/c37962fb-25f5-46e5-9829-cc7305a6408c.gif,stay,
"숙소,None",CNTS_200000000013787,Jeju Ainee,"20-30, Taewi-ro 894beon-gil, Namwon-eup, Seogwipo-si, Jeju-do","20-30, Taewi-ro 894beon-gil, Namwon-eup, Seogwipo-si, Jeju-do","safetravelsinjeju,accommodations,pension",Jeju Aini is an apartment-type accommodation with a big yard and water play ground located in Namwon-eup.,694,0,0,0,0,0,0,0.0,33.2835544,126.7405017,,010-4456-4252,,20220831100341,20240808235424,"[{'seq': 31853, 'contentsid': {'value': 'CNTS_200000000013787', 'label': 'Jeju Ainee', 'refId': 'CNTS_200000000013787'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20220831100824'}]",,0.0,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,25,Namwon,region2>25,제주아이니,2019022604137.0,https://api.cdn.visitjeju.net/photomng/imgpath/202208/31/eb055672-d450-4323-9b19-5a030a789a39.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202208/31/6692196b-7cbe-4cd5-b640-1539447547ec.jpg,stay,
"healing,pension,accommodations,barbecue,parkinglot,Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Convenience Store,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CNTS_000000000019276,Jeju Beach Pension,"328-4,  Gonae-ri, Aewol-eup, Jeju-si, Jeju-do",,"healing,pension,accommodations,barbecue,parkinglot",Every Guest Room Has a View of the Ocean and Sunset,2320,0,0,2,0,0,0,,33.471894,126.3495201,,064-799-9910,"We welcome you to the Beach Pension House located at the Aewol coast road, which is famous for its endless beautiful blue sea. Our beach pension house is at the Gonae coast road, famous for its beautiful view, and all guest rooms are such that you can see the blue sea and sunset together.",20161020170340,20240808105139,"[{'seq': 43055, 'contentsid': {'value': 'CNTS_000000000019276', 'label': 'Jeju Beach Pension', 'refId': 'CNTS_000000000019276'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20240123105900'}, {'seq': 43056, 'contentsid': {'value': 'CNTS_000000000019276', 'label': 'Jeju Beach Pension', 'refId': 'CNTS_000000000019276'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20240123105900'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,12,Aewol,region1>12,Jeju Beach Pension,4817.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/45f54b05-1fb8-4aa3-b94c-bee0298ec8cc.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fa4ab624-ea6d-42c2-8e86-50bf6e392ad9.jpg,stay,
"Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CONT_000000000501047,Jeju Billeseong Log Recreational Pension,"1050, Onpyeong-ri, Seongsan-eup, Seogwipo-si, Jeju-do, Korea","42, Onpyeongpogu-ro, Seongsan-eup, Seogwipo-si, Jeju-do, Korea","pension,accommodations,parkinglot,lodging","A Log House Pension, with a Nearby Olle-gil Trail",2863,2,0,3,0,0,0,,33.40161,126.89944,,064-782-0559,"Please use the heating items offered in the pension, and for safety concerns, bringing portable heating items in is prohibited.",20160530111636,20240808233201,"[{'seq': 17563, 'contentsid': {'value': 'CONT_000000000501047', 'label': 'Jeju Billeseong Log Recreational Pension', 'refId': 'CONT_000000000501047'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000116', 'label': 'Pensions', 'refId': 'cate0000000022>cate0000000116'}, 'created': '20190717153805'}, {'seq': 17564, 'contentsid': {'value': 'CONT_000000000501047', 'label': 'Jeju Billeseong Log Recreational Pension', 'refId': 'CONT_000000000501047'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'pension', 'label': 'Pension', 'refId': 'cate0000000004>pension'}, 'cate3cd': {'value': 'pension', 'label': 'Pension', 'refId': 'pension>pension'}, 'created': '20190717153805'}]",,,,c3,Accommodations,contentscd>c3,region2,Seogwipo-si,region>region2,17,Seongsan,region2>17,Jeju Billeseong Log Recreational Pension,23227.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/dac1b1c5-fbc7-495b-b9a2-6f00d08eaefa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/25cf58a3-d771-4d4c-b5bb-23eae80f9633.jpg,stay,
"Public Parking,Cash Payment,Credit Card Payment,Restrooms,Free WiFi,Smoking Area,Beverage Stand,Hentian Minuman,Guidance and Information Facilities,Alarm and Evacuation Facilities,Keudahan Penggera dan Pemindahan,Very Difficult",CONT_000000000501044,Jeju Byeolbaram,"260-8, Suwon-ri, Hallim-eup, Jeju-si, Jeju-do, Korea","500, Hallimhaean-ro, Hallim-eup, Jeju-si, Jeju-do, Korea","accommodations,parkinglot","Beautiful, Cozy Pension-type Private Lodging Near Handam Beach, Hyeopjae Beach, and Gwakji Beach",1798,0,0,1,0,0,0,,33.434667,126.2725769,,064-796-0123,"*The standard number of people allowed in every room is two, and the extra charge for exceeding that number is 5,000 won per person 24 months old to 7 years old / 10,000 won per person who is 8 years old to adult. *Extra bedding is 10,000 won (per set). *Make reservations prior to using the barbecue facilities, and it costs 10,000 won for two people (a barbecue grill, charcoal, scissors, and tongs will be offered).",20160530111636,20240801062437,"[{'seq': 42918, 'contentsid': {'value': 'CONT_000000000501044', 'label': 'Jeju Byeolbaram', 'refId': 'CONT_000000000501044'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'cate0000000022', 'label': 'Pensions/Lodgings', 'refId': 'cate0000000004>cate0000000022'}, 'cate3cd': {'value': 'cate0000000115', 'label': 'Lodgings', 'refId': 'cate0000000022>cate0000000115'}, 'created': '20240118153333'}, {'seq': 42919, 'contentsid': {'value': 'CONT_000000000501044', 'label': 'Jeju Byeolbaram', 'refId': 'CONT_000000000501044'}, 'cate1cd': {'value': 'cate0000000004', 'label': 'Accommodations', 'refId': 'contscate>cate0000000004'}, 'cate2cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'cate0000000004>lodge'}, 'cate3cd': {'value': 'lodge', 'label': 'Lodge', 'refId': 'lodge>lodge'}, 'created': '20240118153333'}]",,,,c3,Accommodations,contentscd>c3,region1,Jeju-si,region>region1,13,Hallim,region1>13,Jeju Byeolbaram,23203.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/7563e063-8aad-4ab8-bfe0-35bad586ad5a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/59003d64-3652-48d6-bb75-100a504ca148.jpg,stay,
